N° Commande,Statut,Opérateur,Client,Téléphone,Adresse,Ville,Produit,Quantité,Prix,Date Création,Motifs,Modification
SHP-000458,Doublon,,إكرام Skalli,07-64-88-16-41,7 Rue El Harouchi,تطوان,CHAUSS HOM YZ 303 - 43/Noir / noir,2,289,2023-11-22 15:43:26,YCN-000176 (L90),
YCN-000459,Non affectée,,حميد Ouardi,07-48-71-74-19,N/A,مكناس,SDL HOM YZ740 - 42/noir / أسود,1,345,2023-11-16 11:03:02,,
YCN-000460,Non affectée,,لحسن Zahidi,06-93-39-45-44,N/A,الجديدة,CHAUSS FEM YZ 249 - 39/Bleu / bleu,1,249,2023-07-27 11:26:20,,
YCN-000461,Non affectée,,Ikram Bennani,07-89-64-28-75,N/A,Casablanca,CHAUSS FEM YZ 244 - 38/أزرق / bleu,1,249,2023-07-09 20:10:31,,
SHP-000462,Non affectée,,نادية بن علي,07-48-99-28-29,N/A,فاس,CHAUSS FEM YZ 248 - 41/Rouge / rouge,1,259,2025-03-29 16:19:52,,
SHP-000463,Non affectée,,عمر Abouali,07-56-87-83-12,N/A,Tanger,CHAUSS HOM YZ 304 - 43/Marron / marron,1,279,2024-12-03 16:50:44,,
YCN-000464,Non affectée,,لطيفة Zahidi,06-50-36-75-39,N/A,فاس,CHAUSS HOM YZ 304 - 44/Noir / noir,1,279,2024-01-29 10:42:10,,
YCN-000465,Doublon,,Noureddine Alaoui,06-32-11-86-17,N/A,Agadir,CHAUSS HOM YZ 303 - 43/Noir / noir,1,289,2025-07-10 09:53:06,SHP-000099 (L106),
YCN-000466,Non affectée,,Mohamed Chafik,07-12-94-21-68,N/A,Larache,CHAUSS HOM YZ 303 - 42/Noir / noir,1,289,2025-03-08 09:32:41,,
YCN-000467,Non affectée,,Redouane Idrissi,07-56-20-91-59,N/A,Essaouira,SDL HOM YZ740 - 43/marron / بني,1,345,2023-03-05 14:30:32,,
SHP-000468,Non affectée,,عائشة Zahidi,06-14-46-34-23,N/A,Casablanca,CHAUSS FEM YZ 249 - 38/Rose / rose,1,249,2025-02-21 10:54:30,,
YCN-000469,Doublon,Op2,وداد بن علي,06-78-27-32-84,N/A,Kénitra,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2025-01-21 18:45:47,SHP-000083 (L271),
YCN-000470,Non affectée,,Latifa Chafik,07-22-87-63-46,N/A,فاس,CHAUSS FEM YZ 249 - 39/Rose / rose,1,249,2023-04-25 13:13:18,,
YCN-000471,Non affectée,,لطيفة Skalli,07-25-76-30-18,N/A,Khemisset,SDL HOM YZ740 - 41/noir / أسود,1,345,2024-04-21 08:21:15,,
YCN-000472,Non affectée,,سميرة Ouardi,07-33-19-76-30,5 Lot Ennakhil,Errachidia,CHAUSS HOM YZ 304 - 42/Marron / marron,1,279,2025-06-01 13:51:42,,
YCN-000473,Non affectée,,نور الدين Skalli,07-44-43-33-65,N/A,تازة,CHAUSS FEM YZ 248 - 37/Bleu / bleu,1,259,2025-03-16 18:39:53,,
YCN-000474,Non affectée,,إبراهيم العلوي,06-59-94-44-82,N/A,Safi,CHAUSS FEM YZ 248 - 41/Bleu / bleu,1,259,2023-05-13 09:05:51,,
YCN-000475,Non affectée,Op3,Fatima Bennani,07-24-81-17-91,N/A,بني ملال,CHAUSS HOM YZ 303 - 40/Noir / noir,1,289,2023-01-22 13:54:38,,
YCN-000476,Non affectée,,Ismail Idrissi,07-96-16-85-94,N/A,طنجة,CHAUSS FEM YZ 244 - 38/أزرق / bleu,1,249,2024-11-09 17:21:13,,
SHP-000477,Non affectée,,Mustapha Chafik,07-85-36-40-40,N/A,وجدة,CHAUSS FEM YZ 247 - 38/Bleu / bleu,3,239,2023-06-04 10:40:32,,
YCN-000478,Non affectée,,رجاء Essabri,07-97-55-38-62,N/A,الراشيدية,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2024-12-02 08:48:51,,
YCN-000479,Non affectée,,Said Benali,06-96-16-52-19,N/A,El Jadida,CHAUSS FEM YZ 247 - 37/Bleu / bleu,1,239,2024-08-04 20:32:58,,
YCN-000480,Non affectée,Marketing,Samira Tazi,07-20-45-25-30,N/A,Khemisset,ESP HOM YZ650 - 43/الرمادي / gris,1,299,2023-03-25 14:34:59,,
YCN-000481,Non affectée,,Youssef Bennani,07-43-53-92-91,N/A,مكناس,ESP HOM YZ650 - 43/الأزرق / bleu,1,299,2024-08-02 14:16:14,,
SHP-000482,Doublon,,Brahim Bennani,06-54-79-66-38,N/A,الدار البيضاء,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2023-05-20 12:14:42,YCN-000096 (L34),
YCN-000483,Non affectée,Op2,سلمى Skalli,07-57-48-45-73,N/A,الجديدة,CHAUSS FEM YZ 249 - 39/Bleu / bleu,1,249,2025-02-06 09:26:14,,
YCN-000484,Non affectée,Vente,Said Benali,06-76-68-75-61,N/A,Settat,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2025-06-30 08:27:07,,
YCN-000485,Doublon,Marketing,Karim Tazi,06-23-31-66-36,12 Rue Al Qods,Casablanca,CHAUSS HOM YZ 303 - 41/Marron / marron,1,289,2024-12-26 19:16:00,SHP-000387 (L485),
SHP-000486,Non affectée,,Naima Amrani,06-94-56-47-28,N/A,الجديدة,CHAUSS FEM YZ 244 - 39/أزرق / bleu,1,249,2024-03-30 14:43:07,,
YCN-000487,Doublon,,Khadija Amrani,07-51-79-67-18,N/A,Fès,CHAUSS FEM YZ 247 - 40/Noir / noir,1,239,2023-04-22 10:56:51,YCN-000369 (L251),
SHP-000488,Non affectée,Marketing,إدريس Abouali,07-69-60-54-47,N/A,الرباط,CHAUSS HOM YZ 303 - 41/Noir / noir,1,289,2023-06-07 09:30:25,,
YCN-000489,Non affectée,,Latifa Chafik,06-39-78-98-68,N/A,El Jadida,CHAUSS FEM YZ 247 - 37/Noir / noir,1,239,2025-04-18 14:20:37,,
SHP-000490,Non affectée,,Fatima El Fassi,07-93-46-83-99,N/A,الرباط,CHAUSS HOM YZ 304 - 45/Noir / noir,1,279,2023-05-11 18:26:36,,
SHP-000491,Non affectée,,حميد Essabri,06-19-59-80-47,7 Rue El Harouchi,Casablanca,CHAUSS HOM YZ 303 - 43/Noir / noir,1,289,2023-04-19 14:06:39,,
YCN-000492,Non affectée,,هدى Zahidi,07-92-49-73-70,N/A,Beni Mellal,CHAUSS HOM YZ 304 - 42/Noir / noir,1,279,2024-03-31 19:35:29,,
SHP-000493,Non affectée,,عمر Touhami,07-90-44-60-44,N/A,بني ملال,CHAUSS FEM YZ 248 - 41/Bleu / bleu,1,259,2023-08-12 09:01:12,,
YCN-000494,Non affectée,,Omar Amrani,07-93-39-23-22,21 Rue Moulay Ismail,أگادير,CHAUSS HOM YZ 303 - 44/Noir / noir,1,289,2023-01-06 12:42:36,,
YCN-000495,Non affectée,,إكرام Skalli,06-48-37-59-66,N/A,Guercif,CHAUSS FEM YZ 248 - 37/Rouge / rouge,1,259,2025-01-19 16:35:21,,
SHP-000496,Non affectée,Op2,Said Amrani,07-97-22-31-25,N/A,Guercif,CHAUSS FEM YZ 248 - 37/Bleu / bleu,1,259,2024-06-08 21:57:47,,
SHP-000497,Non affectée,,لحسن Abouali,07-17-85-77-75,N/A,Khouribga,SDL HOM YZ740 - 43/noir / أسود,1,345,2023-04-07 18:37:01,,
SHP-000498,Non affectée,Op3,Rajae Alaoui,07-12-37-64-24,N/A,Essaouira,CHAUSS FEM YZ 249 - 38/Rose / rose,1,249,2023-10-09 20:58:26,,
YCN-000499,Non affectée,,Youssef Tazi,07-61-22-61-27,"Rés. Al Amal 2, App 5",القنيطرة,ESP HOM YZ650 - 44/الأزرق / bleu,1,299,2025-05-17 17:09:12,,
YCN-000500,Non affectée,,سميرة Zahidi,07-83-77-49-70,N/A,الرباط,ESP HOM YZ650 - 41/الأزرق / bleu,1,299,2023-02-26 09:18:23,,
YCN-000501,Non affectée,,Aicha Amrani,06-70-67-86-86,N/A,آسفي,CHAUSS FEM YZ 248 - 41/Rouge / rouge,1,259,2025-02-19 20:39:09,,
SHP-000502,Non affectée,,رضوان Bouziane,06-60-37-30-93,N/A,الراشيدية,CHAUSS FEM YZ 249 - 37/Rose / rose,1,249,2024-04-25 19:43:20,,
YCN-000503,Non affectée,,إبراهيم الشافعي,07-32-30-83-58,N/A,Essaouira,CHAUSS FEM YZ 247 - 37/Rouge / rouge,1,239,2023-11-08 20:58:39,,
YCN-000504,Doublon,,Souad Bennani,06-93-78-20-10,N/A,Errachidia,SDL HOM YZ740 - 43/noir / أسود,1,345,2023-07-25 22:35:54,SHP-000080 (L290),
YCN-000505,Non affectée,Marketing,Ismail Amrani,07-23-49-52-61,N/A,مكناس,ESP HOM YZ650 - 43/أسود أبيض / noir blanc,1,299,2025-06-01 08:03:14,,
SHP-000506,Non affectée,,Naima Alaoui,07-30-13-24-36,N/A,Ouarzazate,CHAUSS FEM YZ 247 - 40/Rouge / rouge,1,239,2023-05-12 22:43:08,,
SHP-000507,Non affectée,,Souad Idrissi,07-35-41-37-48,N/A,فاس,CHAUSS HOM YZ 303 - 43/Noir / noir,1,289,2023-06-03 16:04:12,,
YCN-000508,Non affectée,,أحمد Bouziane,07-47-49-50-25,N/A,تازة,CHAUSS HOM YZ 303 - 40/Marron / marron,1,289,2024-11-24 17:28:40,,
YCN-000509,Non affectée,Vente,Khadija El Fassi,06-89-14-67-69,N/A,Taza,CHAUSS FEM YZ 248 - 39/Bleu / bleu,1,259,2025-05-20 09:25:06,,
YCN-000510,Non affectée,Op2,Hassan El Fassi,06-14-28-19-44,5 Lot Ennakhil,وجدة,CHAUSS FEM YZ 244 - 37/أسود / noir,1,249,2024-05-16 22:06:10,,
YCN-000511,Doublon,,Hassan Bennani,07-81-81-47-81,Lotissement Chourouk,وجدة,CHAUSS FEM YZ 248 - 37/Bleu / bleu,1,259,2023-01-06 17:30:11,YCN-000119 (L7),
YCN-000512,Doublon,,Karim Tazi,06-81-65-56-47,N/A,Safi,SDL HOM YZ740 - 44/noir / أسود,1,345,2024-08-02 10:37:48,YCN-000038 (L250),
YCN-000513,Non affectée,,Fatima Amrani,06-74-61-17-32,N/A,Larache,CHAUSS HOM YZ 303 - 40/Noir / noir,3,289,2023-08-07 16:59:04,,
YCN-000514,Non affectée,,Hamid Tazi,06-54-74-73-85,N/A,Agadir,SDL HOM YZ740 - 44/marron / بني,1,345,2024-10-08 20:35:12,,
SHP-000515,Non affectée,,Fatima Chafik,07-11-34-68-42,N/A,Taza,CHAUSS FEM YZ 244 - 40/أسود / noir,1,249,2023-01-08 16:56:39,,
YCN-000516,Non affectée,,Abdelkader Alaoui,06-76-40-76-70,N/A,الراشيدية,CHAUSS HOM YZ 303 - 44/Marron / marron,1,289,2024-02-05 18:53:26,,
YCN-000517,Non affectée,,عائشة الشافعي,07-16-50-50-47,15 Bd Hassan II,Settat,SDL HOM YZ740 - 43/marron / بني,1,345,2025-05-06 15:08:25,,
SHP-000518,Erronée,Vente,هدى بناني,06-83-40-59-51,N/A,Guercif,CHAUSS FEM YZ 247 - 37/Bleu / bleu,1,239,2024-07-19 21:07:05,Numéro de téléphone invalide,
YCN-000519,Non affectée,Op2,زينب الفاسي,06-70-73-49-90,N/A,الجديدة,CHAUSS FEM YZ 247 - 39/Noir / noir,3,239,2023-01-27 16:36:45,,
YCN-000520,Non affectée,,Souad Bennani,06-51-46-90-74,N/A,الرباط,CHAUSS FEM YZ 247 - 39/Rouge / rouge,2,239,2023-04-21 09:56:35,,
YCN-000521,Non affectée,,Mustapha Amrani,07-72-81-81-39,N/A,Larache,SDL HOM YZ740 - 44/marron / بني,1,345,2024-04-27 10:50:36,,
YCN-000522,Non affectée,Op3,Latifa Alaoui,06-98-28-46-25,N/A,تطوان,CHAUSS HOM YZ 303 - 40/Noir / noir,1,289,2023-11-06 22:05:39,,
YCN-000523,Non affectée,,Hamid Idrissi,06-83-16-43-29,N/A,فاس,CHAUSS HOM YZ 304 - 42/Noir / noir,1,279,2024-01-20 08:12:28,,
SHP-000524,Non affectée,,وداد بناني,07-17-12-21-34,N/A,طنجة,SDL HOM YZ740 - 43/marron / بني,1,345,2024-10-01 10:44:29,,
YCN-000525,Non affectée,,إبراهيم الشافعي,07-18-72-48-60,N/A,Settat,CHAUSS FEM YZ 249 - 37/Bleu / bleu,1,249,2025-06-28 18:10:08,,
YCN-000526,Non affectée,,Omar Benali,07-48-67-70-13,N/A,الدار البيضاء,CHAUSS HOM YZ 304 - 44/Noir / noir,1,279,2023-06-29 19:05:49,,
YCN-000527,Doublon,Vente,Omar Alaoui,06-55-12-31-36,Lotissement Chourouk,الدار البيضاء,ESP HOM YZ650 - 44/الرمادي / gris,1,299,2024-11-04 16:08:10,YCN-000500 (L190),
YCN-000528,Non affectée,,Hamid Amrani,07-34-17-67-25,N/A,Larache,ESP HOM YZ650 - 44/الأزرق / bleu,1,299,2023-01-28 17:56:05,,
YCN-000529,Non affectée,,مصطفى الإدريسي,07-65-27-19-96,N/A,الجديدة,CHAUSS FEM YZ 244 - 41/أسود / noir,1,249,2023-09-08 15:39:52,,
YCN-000530,Non affectée,,Naima Benali,07-88-48-81-85,N/A,Tétouan,CHAUSS FEM YZ 247 - 37/Bleu / bleu,1,239,2024-03-20 17:11:45,,
YCN-000531,Non affectée,,Samira Chafik,06-90-93-30-22,N/A,Larache,SDL HOM YZ740 - 44/marron / بني,1,345,2023-09-30 13:58:48,,
YCN-000532,Non affectée,,لحسن Zahidi,06-46-69-82-75,N/A,Safi,CHAUSS FEM YZ 244 - 39/أسود / noir,1,249,2023-08-20 08:16:13,,
SHP-000533,Doublon,,Latifa Idrissi,07-10-78-10-10,N/A,Settat,CHAUSS FEM YZ 248 - 41/Rouge / rouge,1,259,2023-03-30 15:58:55,SHP-000118 (L374),
SHP-000534,Erronée,,فاطمة الإدريسي,06-31-53-11-89,N/A,آسفي,ESP HOM YZ650 - 41/الرمادي / gris,1,299,2023-10-28 11:28:03,Client non joignable,
YCN-000535,Doublon,,زينب العلوي,06-17-96-63-24,N/A,Fès,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2024-09-26 15:40:57,SHP-000462 (L185),
YCN-000536,Non affectée,,رضوان Ouardi,06-98-61-44-65,N/A,Essaouira,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2023-04-28 16:35:56,,
SHP-000537,Non affectée,,Noureddine Bennani,06-76-90-29-89,Lotissement Chourouk,طنجة,ESP HOM YZ650 - 44/الأزرق / bleu,1,299,2024-07-31 20:24:03,,
YCN-000538,Non affectée,,Lahcen Tazi,06-82-36-16-75,N/A,وجدة,SDL HOM YZ740 - 42/noir / أسود,1,345,2023-06-24 17:31:21,,
SHP-000539,Non affectée,,خديجة بن علي,06-98-39-52-21,N/A,الراشيدية,CHAUSS FEM YZ 244 - 39/أزرق / bleu,1,249,2025-04-09 17:30:50,,
YCN-000540,Non affectée,,Khadija Chafik,06-32-33-44-62,N/A,Settat,CHAUSS FEM YZ 244 - 40/أسود / noir,1,249,2025-03-04 18:53:28,,
YCN-000541,Non affectée,,Salma Benali,07-58-18-18-76,8 Rue Al Massira,Fès,CHAUSS FEM YZ 249 - 37/Bleu / bleu,1,249,2025-04-12 09:02:04,,
SHP-000542,Non affectée,,Abdelkader Bennani,06-37-35-85-39,N/A,Meknès,CHAUSS FEM YZ 247 - 36/Rouge / rouge,1,239,2023-11-17 17:44:28,,
SHP-000543,Non affectée,Marketing,Zineb Idrissi,06-65-17-85-38,N/A,الراشيدية,CHAUSS HOM YZ 303 - 41/Marron / marron,1,289,2024-05-16 12:42:26,,
YCN-000544,Non affectée,,Layla Idrissi,07-19-88-33-67,N/A,Taza,ESP HOM YZ650 - 43/الأزرق / bleu,1,299,2024-01-14 15:56:43,,
SHP-000545,Non affectée,,أحمد Lahlou,07-11-47-43-81,N/A,فاس,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2025-02-08 08:23:20,,
YCN-000546,Non affectée,,عمر Ouardi,07-77-11-42-82,N/A,الدار البيضاء,CHAUSS HOM YZ 304 - 45/Marron / marron,1,279,2024-11-03 21:35:40,,
YCN-000547,Non affectée,Op2,Latifa Bennani,07-64-58-78-17,N/A,طنجة,CHAUSS FEM YZ 247 - 40/Bleu / bleu,1,239,2024-03-09 22:35:20,,
YCN-000548,Erronée,,سعيد Touhami,01-74-99-48-69,N/A,Khouribga,CHAUSS FEM YZ 249 - 36/Rose / rose,1,249,2023-07-05 12:33:26,Adresse incomplète,
YCN-000549,Non affectée,,Ahmed Amrani,07-27-33-58-65,N/A,El Jadida,CHAUSS HOM YZ 303 - 42/Marron / marron,1,289,2023-12-31 12:44:20,,
YCN-000550,Erronée,Op3,Karim Idrissi,07-73-47-84-64,N/A,Khemisset,CHAUSS FEM YZ 244 - 41/أحمر / rouge,1,249,2025-03-25 12:32:56,Client non joignable,
YCN-000551,Doublon,,Omar Bennani,06-77-99-10-43,N/A,Rabat,CHAUSS HOM YZ 304 - 41/Noir / noir,1,279,2025-03-20 19:53:06,YCN-000465 (L174),
SHP-000552,Non affectée,,Souad Alaoui,06-47-36-66-94,N/A,مكناس,CHAUSS FEM YZ 248 - 38/Bleu / bleu,1,259,2025-01-09 12:23:21,,
YCN-000553,Erronée,,هدى Abouali,07-95-73-61-54,N/A,بني ملال,ESP HOM YZ650 - 44/أسود أبيض / noir blanc,1,299,2024-05-11 17:03:35,Client non joignable,
SHP-000554,Non affectée,,ليلى بناني,06-24-16-21-69,N/A,تطوان,SDL HOM YZ740 - 41/marron / بني,1,345,2024-07-14 09:27:40,,
YCN-000555,Non affectée,,عمر العمراني,06-97-34-18-56,N/A,مكناس,CHAUSS FEM YZ 248 - 40/Rouge / rouge,1,259,2023-07-04 10:28:29,,
YCN-000556,Non affectée,,عائشة Abouali,07-33-35-82-48,N/A,الراشيدية,CHAUSS FEM YZ 247 - 38/Noir / noir,1,239,2023-05-22 12:14:25,,
SHP-000557,Non affectée,,Salma Tazi,06-34-77-56-17,N/A,أگادير,ESP HOM YZ650 - 42/أسود أبيض / noir blanc,1,299,2023-06-20 17:40:23,,
YCN-000558,Non affectée,,Lahcen Chafik,06-65-99-46-69,N/A,Tanger,CHAUSS FEM YZ 247 - 36/Bleu / bleu,1,239,2024-08-29 21:27:23,,
YCN-000559,Non affectée,,Hassan Bennani,07-54-41-86-32,7 Rue El Harouchi,Tanger,CHAUSS FEM YZ 248 - 41/Bleu / bleu,1,259,2024-03-23 15:14:30,,
YCN-000560,Non affectée,,Rajae Alaoui,07-53-56-43-51,N/A,Essaouira,CHAUSS FEM YZ 249 - 36/Bleu / bleu,1,249,2023-06-20 14:14:15,,
SHP-000561,Non affectée,,عمر Essabri,07-34-58-82-54,N/A,Meknès,CHAUSS HOM YZ 304 - 41/Noir / noir,1,279,2023-10-10 11:27:52,,
SHP-000562,Non affectée,,نادية الإدريسي,07-21-82-54-15,N/A,Guercif,CHAUSS HOM YZ 303 - 40/Marron / marron,1,289,2025-04-12 19:21:24,,
YCN-000563,Non affectée,,ليلى العمراني,06-18-47-70-60,N/A,Larache,ESP HOM YZ650 - 40/الرمادي / gris,1,299,2025-01-27 14:18:32,,
YCN-000564,Non affectée,,Aicha Bennani,06-17-71-52-60,N/A,القنيطرة,CHAUSS FEM YZ 247 - 37/Noir / noir,1,239,2024-12-24 20:48:18,,
YCN-000565,Non affectée,,Houda Chafik,07-78-93-85-14,N/A,Khemisset,CHAUSS FEM YZ 249 - 40/Bleu / bleu,1,249,2025-04-02 14:11:48,,
YCN-000566,Non affectée,Op3,أحمد الفاسي,06-36-52-83-30,N/A,مراكش,CHAUSS FEM YZ 244 - 40/أسود / noir,1,249,2023-06-22 22:34:45,,
YCN-000567,Non affectée,,Houda Benali,06-22-22-85-97,N/A,El Jadida,CHAUSS FEM YZ 248 - 41/Rouge / rouge,1,259,2023-07-11 18:33:01,,
SHP-000568,Non affectée,,Noureddine Amrani,06-28-32-23-54,N/A,الدار البيضاء,CHAUSS FEM YZ 248 - 40/Bleu / bleu,1,259,2024-07-13 13:07:37,,
YCN-000569,Non affectée,,Ismail Benali,07-49-36-25-19,12 Rue Al Qods,Agadir,CHAUSS FEM YZ 247 - 38/Noir / noir,1,239,2024-04-14 14:02:10,,
YCN-000570,Non affectée,,Mohamed El Fassi,07-26-25-83-83,N/A,Larache,CHAUSS FEM YZ 248 - 39/Rouge / rouge,1,259,2024-08-06 18:01:51,,
YCN-000571,Doublon,,Layla Amrani,07-36-62-34-77,15 Bd Hassan II,فاس,CHAUSS FEM YZ 244 - 38/أزرق / bleu,1,249,2023-09-09 11:38:56,YCN-000364 (L471),
SHP-000572,Non affectée,,فاطمة Lahlou,06-69-49-59-63,N/A,Khemisset,CHAUSS FEM YZ 247 - 40/Bleu / bleu,1,239,2025-07-04 12:45:06,,
YCN-000573,Doublon,,Karim Chafik,07-49-43-25-35,N/A,Beni Mellal,CHAUSS FEM YZ 249 - 38/Rose / rose,1,249,2023-02-11 16:58:16,YCN-000487 (L31),
